[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
### Creating new features  task: 0 ###

New features norm: 3.859
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 99.6%, forg=  0.0% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.5%, forg=  0.0%| TAg acc= 99.5%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
************************************************************************************************************
Task  1
************************************************************************************************************
### Training model task: 1 ###
Total: 11.66, Push: 0.49, Pull: 5.94, Adapter: 0.005, Wd: 0.11
Total: 5.37, Push: 1.42, Pull: 3.06, Adapter: 0.001, Wd: 0.12
Total: 5.37, Push: 1.42, Pull: 3.05, Adapter: 0.001, Wd: 0.12
Total: 5.37, Push: 1.42, Pull: 3.05, Adapter: 0.001, Wd: 0.12
Total: 5.36, Push: 1.42, Pull: 3.05, Adapter: 0.001, Wd: 0.12
Total: 5.36, Push: 1.42, Pull: 3.05, Adapter: 0.001, Wd: 0.12
Total: 5.36, Push: 1.42, Pull: 3.05, Adapter: 0.001, Wd: 0.12
Total: 5.35, Push: 1.42, Pull: 3.04, Adapter: 0.001, Wd: 0.12
Total: 5.35, Push: 1.42, Pull: 3.04, Adapter: 0.001, Wd: 0.12
Total: 5.35, Push: 1.42, Pull: 3.04, Adapter: 0.001, Wd: 0.12
Total: 5.34, Push: 1.42, Pull: 3.04, Adapter: 0.001, Wd: 0.12
Total: 5.34, Push: 1.42, Pull: 3.04, Adapter: 0.001, Wd: 0.12
Total: 5.34, Push: 1.42, Pull: 3.03, Adapter: 0.001, Wd: 0.12
Total: 5.33, Push: 1.43, Pull: 3.03, Adapter: 0.001, Wd: 0.12
Total: 5.33, Push: 1.43, Pull: 3.03, Adapter: 0.001, Wd: 0.12
Total: 5.33, Push: 1.43, Pull: 3.03, Adapter: 0.001, Wd: 0.12
Total: 5.32, Push: 1.43, Pull: 3.03, Adapter: 0.001, Wd: 0.12
Total: 5.32, Push: 1.43, Pull: 3.02, Adapter: 0.001, Wd: 0.12
Total: 5.32, Push: 1.43, Pull: 3.02, Adapter: 0.001, Wd: 0.12
Total: 5.31, Push: 1.43, Pull: 3.02, Adapter: 0.001, Wd: 0.12
Total: 5.31, Push: 1.43, Pull: 3.02, Adapter: 0.001, Wd: 0.12
Total: 5.31, Push: 1.43, Pull: 3.02, Adapter: 0.001, Wd: 0.12
Total: 5.30, Push: 1.43, Pull: 3.01, Adapter: 0.001, Wd: 0.12
Total: 5.30, Push: 1.43, Pull: 3.01, Adapter: 0.001, Wd: 0.12
Total: 5.30, Push: 1.43, Pull: 3.01, Adapter: 0.001, Wd: 0.12
Total: 5.30, Push: 1.44, Pull: 3.01, Adapter: 0.001, Wd: 0.12
Total: 5.29, Push: 1.44, Pull: 3.00, Adapter: 0.001, Wd: 0.12
Total: 5.29, Push: 1.44, Pull: 3.00, Adapter: 0.001, Wd: 0.12
Total: 5.29, Push: 1.44, Pull: 3.00, Adapter: 0.001, Wd: 0.12
Total: 5.28, Push: 1.44, Pull: 3.00, Adapter: 0.001, Wd: 0.12
Total: 5.28, Push: 1.44, Pull: 3.00, Adapter: 0.001, Wd: 0.12
Total: 5.28, Push: 1.44, Pull: 2.99, Adapter: 0.001, Wd: 0.12
Total: 5.28, Push: 1.44, Pull: 2.99, Adapter: 0.001, Wd: 0.12
Total: 5.27, Push: 1.44, Pull: 2.99, Adapter: 0.001, Wd: 0.12
Total: 5.27, Push: 1.44, Pull: 2.99, Adapter: 0.001, Wd: 0.12
Total: 5.27, Push: 1.44, Pull: 2.99, Adapter: 0.001, Wd: 0.12
Total: 5.26, Push: 1.44, Pull: 2.98, Adapter: 0.001, Wd: 0.12
Total: 5.26, Push: 1.45, Pull: 2.98, Adapter: 0.001, Wd: 0.12
Total: 5.26, Push: 1.45, Pull: 2.98, Adapter: 0.001, Wd: 0.12
Total: 5.26, Push: 1.45, Pull: 2.98, Adapter: 0.001, Wd: 0.12
Total: 5.25, Push: 1.45, Pull: 2.98, Adapter: 0.001, Wd: 0.12
Total: 5.25, Push: 1.45, Pull: 2.97, Adapter: 0.001, Wd: 0.12
Total: 5.25, Push: 1.45, Pull: 2.97, Adapter: 0.001, Wd: 0.12
Total: 5.25, Push: 1.45, Pull: 2.97, Adapter: 0.001, Wd: 0.12
Total: 5.24, Push: 1.45, Pull: 2.97, Adapter: 0.001, Wd: 0.12
Total: 5.24, Push: 1.45, Pull: 2.97, Adapter: 0.001, Wd: 0.12
Total: 5.24, Push: 1.45, Pull: 2.96, Adapter: 0.001, Wd: 0.12
Total: 5.24, Push: 1.45, Pull: 2.96, Adapter: 0.001, Wd: 0.12
Total: 5.23, Push: 1.45, Pull: 2.96, Adapter: 0.001, Wd: 0.12
Total: 5.23, Push: 1.46, Pull: 2.96, Adapter: 0.001, Wd: 0.12
Total: 5.23, Push: 1.46, Pull: 2.96, Adapter: 0.001, Wd: 0.12
Total: 5.23, Push: 1.46, Pull: 2.95, Adapter: 0.001, Wd: 0.12
Total: 5.22, Push: 1.46, Pull: 2.95, Adapter: 0.001, Wd: 0.12
Total: 5.22, Push: 1.46, Pull: 2.95, Adapter: 0.001, Wd: 0.12
Total: 5.22, Push: 1.46, Pull: 2.95, Adapter: 0.001, Wd: 0.12
Total: 5.22, Push: 1.46, Pull: 2.95, Adapter: 0.001, Wd: 0.12
Total: 5.21, Push: 1.46, Pull: 2.94, Adapter: 0.001, Wd: 0.12
Total: 5.21, Push: 1.46, Pull: 2.94, Adapter: 0.001, Wd: 0.12
Total: 5.21, Push: 1.46, Pull: 2.94, Adapter: 0.001, Wd: 0.12
Total: 5.21, Push: 1.46, Pull: 2.94, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.46, Pull: 2.94, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.46, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.47, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.47, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.47, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.19, Push: 1.47, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.19, Push: 1.47, Pull: 2.93, Adapter: 0.001, Wd: 0.12
Total: 5.19, Push: 1.47, Pull: 2.92, Adapter: 0.001, Wd: 0.12
Total: 5.19, Push: 1.47, Pull: 2.92, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.47, Pull: 2.92, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.47, Pull: 2.92, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.47, Pull: 2.92, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.47, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.47, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.47, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.48, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.48, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.48, Pull: 2.91, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.48, Pull: 2.90, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.90, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.90, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.90, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.90, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.48, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.48, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.48, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.48, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.49, Pull: 2.89, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.88, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.49, Pull: 2.87, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.49, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.49, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.50, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.50, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.50, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.50, Pull: 2.86, Adapter: 0.001, Wd: 0.12
Total: 5.11, Push: 1.50, Pull: 2.85, Adapter: 0.001, Wd: 0.12
Total: 5.11, Push: 1.50, Pull: 2.85, Adapter: 0.001, Wd: 0.12
Variances: tensor([2.4206e-04, 1.0000e-05, 1.0000e-05, 8.0471e-04], device='cuda:0')
### Adapting features task: 2 ###
Features norm before adaptation: 2.163
Features norm after adaptation: 1.891
### Creating new features  task: 2 ###

New features norm: 1.225
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 85.5%, forg= 14.2% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.4%, forg=  0.1%| TAg acc= 84.0%, forg= 15.4% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  1 : loss=0.000 | TAw acc= 95.4%, forg=  0.3%| TAg acc= 86.1%, forg=  1.4% <<<
>>> Test on task  1 : loss=0.000 | TAw acc= 95.3%, forg=  0.3%| TAg acc= 84.6%, forg=  1.8% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
>>> Train on task  2 : loss=0.000 | TAw acc= 86.0%, forg=  0.0%| TAg acc= 76.4%, forg=  0.0% <<<
>>> Test on task  2 : loss=0.000 | TAw acc= 86.8%, forg=  0.0%| TAg acc= 77.2%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.18/alpha=1000
************************************************************************************************************
Task  3
************************************************************************************************************
### Training model task: 3 ###
Total: 7.13, Push: 1.92, Pull: 2.61, Adapter: 0.002, Wd: 0.12
Total: 6.46, Push: 1.93, Pull: 2.57, Adapter: 0.002, Wd: 0.12
Total: 6.16, Push: 1.94, Pull: 2.57, Adapter: 0.002, Wd: 0.12
Total: 5.98, Push: 1.94, Pull: 2.56, Adapter: 0.001, Wd: 0.12
Total: 5.85, Push: 1.95, Pull: 2.55, Adapter: 0.001, Wd: 0.12
Total: 5.75, Push: 1.95, Pull: 2.55, Adapter: 0.001, Wd: 0.12
Total: 5.68, Push: 1.95, Pull: 2.54, Adapter: 0.001, Wd: 0.12
Total: 5.62, Push: 1.96, Pull: 2.54, Adapter: 0.001, Wd: 0.12
Total: 5.57, Push: 1.96, Pull: 2.53, Adapter: 0.001, Wd: 0.12
Total: 5.52, Push: 1.96, Pull: 2.53, Adapter: 0.001, Wd: 0.12
Total: 5.48, Push: 1.96, Pull: 2.53, Adapter: 0.001, Wd: 0.12
Total: 5.45, Push: 1.96, Pull: 2.53, Adapter: 0.001, Wd: 0.12
Total: 5.42, Push: 1.96, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.40, Push: 1.96, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.37, Push: 1.97, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.35, Push: 1.97, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.33, Push: 1.97, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.31, Push: 1.97, Pull: 2.52, Adapter: 0.001, Wd: 0.12
Total: 5.30, Push: 1.97, Pull: 2.51, Adapter: 0.001, Wd: 0.12
Total: 5.28, Push: 1.97, Pull: 2.51, Adapter: 0.001, Wd: 0.12
Total: 5.27, Push: 1.97, Pull: 2.51, Adapter: 0.001, Wd: 0.12
Total: 5.26, Push: 1.97, Pull: 2.51, Adapter: 0.001, Wd: 0.12
Total: 5.24, Push: 1.97, Pull: 2.51, Adapter: 0.001, Wd: 0.12
Total: 5.23, Push: 1.97, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.22, Push: 1.98, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.21, Push: 1.98, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.20, Push: 1.98, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.19, Push: 1.98, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.18, Push: 1.98, Pull: 2.50, Adapter: 0.001, Wd: 0.12
Total: 5.17, Push: 1.98, Pull: 2.49, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.98, Pull: 2.49, Adapter: 0.001, Wd: 0.12
Total: 5.16, Push: 1.98, Pull: 2.49, Adapter: 0.001, Wd: 0.12
Total: 5.15, Push: 1.98, Pull: 2.49, Adapter: 0.001, Wd: 0.12
Total: 5.14, Push: 1.98, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.98, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.13, Push: 1.98, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.98, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.12, Push: 1.99, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.11, Push: 1.99, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.10, Push: 1.99, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.10, Push: 1.99, Pull: 2.48, Adapter: 0.001, Wd: 0.12
Total: 5.09, Push: 1.99, Pull: 2.47, Adapter: 0.001, Wd: 0.12
Total: 5.09, Push: 1.99, Pull: 2.47, Adapter: 0.001, Wd: 0.12
Total: 5.08, Push: 1.99, Pull: 2.47, Adapter: 0.001, Wd: 0.12
Total: 5.08, Push: 1.99, Pull: 2.47, Adapter: 0.000, Wd: 0.12
Total: 5.07, Push: 1.99, Pull: 2.47, Adapter: 0.000, Wd: 0.12
Total: 5.07, Push: 1.99, Pull: 2.47, Adapter: 0.000, Wd: 0.12
Total: 5.07, Push: 1.99, Pull: 2.47, Adapter: 0.000, Wd: 0.12
Total: 5.06, Push: 1.99, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.06, Push: 1.99, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.05, Push: 2.00, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.05, Push: 2.00, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.05, Push: 2.00, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.04, Push: 2.00, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.04, Push: 2.00, Pull: 2.46, Adapter: 0.000, Wd: 0.12
Total: 5.04, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.03, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.03, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.03, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.02, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.02, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.02, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.01, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.01, Push: 2.00, Pull: 2.45, Adapter: 0.000, Wd: 0.12
Total: 5.01, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 5.01, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 5.00, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 5.00, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 5.00, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 5.00, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 4.99, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 4.99, Push: 2.01, Pull: 2.44, Adapter: 0.000, Wd: 0.12
Total: 4.99, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.99, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.98, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.98, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.98, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.98, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.97, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.97, Push: 2.01, Pull: 2.43, Adapter: 0.000, Wd: 0.12
Total: 4.97, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.97, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.96, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.96, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.96, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.96, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.96, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.95, Push: 2.02, Pull: 2.42, Adapter: 0.000, Wd: 0.12
Total: 4.95, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.95, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.95, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.95, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.02, Pull: 2.41, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.94, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.93, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.40, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.92, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.03, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.04, Pull: 2.39, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.91, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.90, Push: 2.04, Pull: 2.38, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.89, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.04, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.37, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.88, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.36, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.87, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.05, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.06, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.06, Pull: 2.35, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.86, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.34, Adapter: 0.000, Wd: 0.12
Total: 4.85, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.06, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.07, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.07, Pull: 2.33, Adapter: 0.000, Wd: 0.12
Total: 4.84, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
Total: 4.83, Push: 2.07, Pull: 2.32, Adapter: 0.000, Wd: 0.12
